site_code,measurement_datetime,reporting_organization,collecting_organization,dwr_source,usable_head,independence_class,rationale,count_as_distinct_sensor_record,do_not_duplicate_against_ocwd
336781N1178263W001,1996-03-04 11:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-02-05 09:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1996-01-02 08:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-12-07 10:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-11-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-10-02 09:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-09-06 10:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-07-31 08:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-07-05 09:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-06-06 11:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-05-03 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-04-04 10:10:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-03-01 09:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-02-07 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1995-01-06 08:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-12-07 12:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-11-02 09:40:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-10-03 09:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-09-07 09:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-08-01 09:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-07-04 08:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-06-01 09:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-05-02 08:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-04-01 12:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-03-01 09:05:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-02-01 08:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1994-01-04 09:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-12-02 11:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-11-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-10-05 10:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-09-01 11:25:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-08-04 08:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-07-06 10:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-06-02 08:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-05-03 12:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-04-05 10:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-03-03 10:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-02-04 09:35:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1993-01-06 10:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-12-02 10:50:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-11-04 12:55:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-11-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-10-06 10:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-09-09 08:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-08-13 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-08-06 11:20:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-07-01 12:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-06-01 14:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-05-04 15:30:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-05-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-04-01 10:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-03-03 12:45:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1992-02-04 15:15:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1991-10-31 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1991-08-16 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1991-05-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1991-02-08 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1991-02-06 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-11-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-08-03 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-05-09 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-04-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-03-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-02-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1990-01-12 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-12-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-10-30 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-09-29 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-09-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-08-08 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-06-29 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-06-02 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-05-16 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1989-02-28 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-11-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-10-31 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-10-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-09-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-08-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-07-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-06-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-05-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
336781N1178263W001,1988-04-01 00:00:00,Orange County Water District,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
